"outcome","label","filename"
"Maximum FiO2","secondary","14651858.CD012935.pub2"
"Maximum Edi signal","secondary","14651858.CD012935.pub2"
"Respiratory rate","secondary","14651858.CD012935.pub2"
"Health-related quality of life (SeiQoL-DW, higher scores means better quality of life) - Change from baseline to 12 weeks","primary","14651858.CD012936.pub2"
"Health-related quality of life (Multiple Sclerosis Impact Scale, higher scores means worst quality of life) - Change in physical score from baseline to 12 weeks","primary","14651858.CD012936.pub2"
"Health-related quality of life (Multiple Sclerosis Impact Scale, higher scores means worst quality of life) - Change in psychological score from baseline to 12 weeks","primary","14651858.CD012936.pub2"
"Disability (EDSS, higher scores mean worst symptoms) - Change in disability score from baseline to 16 weeks","secondary","14651858.CD012936.pub2"
"Anxiety (HADS, higher scores means worst symptoms) - Change in anxiety from baseline to 16 weeks","secondary","14651858.CD012936.pub2"
"Depression (HADS, higher scores means worst symptoms) - Change in depression from baseline to 16 weeks","secondary","14651858.CD012936.pub2"
"Change in the health-related quality of life (SeiQoL-DW, higher scores means better quality of life) - Change from baseline to 24 weeks","primary","14651858.CD012936.pub2"
"Serious adverse events","primary","14651858.CD012936.pub2"
"Hospital admission","secondary","14651858.CD012936.pub2"
"Proportion of children with AOM (overall)","primary","14651858.CD012941.pub2"
"Proportion of children with AOM (by health status)","primary","14651858.CD012941.pub2"
"Proportion of children with AOM (by probiotic strain)","primary","14651858.CD012941.pub2"
"Adverse events","primary","14651858.CD012941.pub2"
"Difference in the use of antibiotics","secondary","14651858.CD012941.pub2"
"Time off school for the child (days)","secondary","14651858.CD012941.pub2"
"Difference in proportion of children with other infections","secondary","14651858.CD012941.pub2"
"Compliance with taking probiotics","secondary","14651858.CD012941.pub2"
"Patients' health status and well-being (dichotomous outcomes)","primary","14651858.CD012944.pub2"
"Patients' health status and well-being (continuous outcomes)","primary","14651858.CD012944.pub2"
"Patients' health status and well-being (dichotomous undesirable outcome)","primary","14651858.CD012944.pub2"
"Patients' health status and well-being (continuous undesirable outcomes)","primary","14651858.CD012944.pub2"
"Patients' health status and well-being (neonatal deaths)","primary","14651858.CD012944.pub2"
"Patients' acceptability and satisfaction","primary","14651858.CD012944.pub2"
"Mean uncorrected visual acuity after surgery","secondary","14651858.CD012946.pub2"
"Proportion of eyes within A+/- 0.5 diopters of target refraction after surgery","secondary","14651858.CD012946.pub2"
"Mean spherical equivalent of the refractive error after surgery","secondary","14651858.CD012946.pub2"
"Corneal haze","secondary","14651858.CD012946.pub2"
"Dry eye","secondary","14651858.CD012946.pub2"
"Diffuse lamellar keratitis","secondary","14651858.CD012946.pub2"
"Epithelial ingrowth","secondary","14651858.CD012946.pub2"
"Best corrected visual acuity after surgery","secondary","14651858.CD012946.pub2"
"Pulmonary exacerbation (mean number per participant)","primary","14651858.CD012949.pub2"
"Pulmonary exacerbation (duration of antibiotic therapy - any route)","primary","14651858.CD012949.pub2"
"Faecal calprotectin (Amug/g)","primary","14651858.CD012949.pub2"
"Faecal calprotectin (Amug/g) - change from baseline - sensitivity analysis","primary","14651858.CD012949.pub2"
"Faecal calprotectin (Amug/g) - post treatment - sensitivity analysis","primary","14651858.CD012949.pub2"
"Serum cytokines","primary","14651858.CD012949.pub2"
"Sputum cytokines - change from baseline","primary","14651858.CD012949.pub2"
"Adverse events","primary","14651858.CD012949.pub2"
"Height (z score) - post treatment","secondary","14651858.CD012949.pub2"
"Weight (z score) - post treatment","secondary","14651858.CD012949.pub2"
"Weight (kg) - change from baseline","secondary","14651858.CD012949.pub2"
"BMI (z score)","secondary","14651858.CD012949.pub2"
" Lung function (FEV1 % predicted)","secondary","14651858.CD012949.pub2"
" Lung function (FEV1 % predicted) - change from baseline - sensitivity analysis","secondary","14651858.CD012949.pub2"
" Lung function (FEV1 % predicted) - post treatment - sensitivity analysis","secondary","14651858.CD012949.pub2"
"Hospitalisations (number - all causes)","secondary","14651858.CD012949.pub2"
"HRQoL (validated questionnaire)","secondary","14651858.CD012949.pub2"
"Clinical remission at 10 weeks","primary","14651858.CD012954.pub2"
"Clinical response at 10 weeks","secondary","14651858.CD012954.pub2"
"CRP at 10 weeks","secondary","14651858.CD012954.pub2"
"Inflammatory Bowel Disease Questionnaire (IBDQ) - at 10 weeks","secondary","14651858.CD012954.pub2"
"Symptom measure - pain","secondary","14651858.CD012954.pub2"
"Symptom measure - rectal bleeding","secondary","14651858.CD012954.pub2"
"Symptom measure - stool frequency","secondary","14651858.CD012954.pub2"
"Adverse events","secondary","14651858.CD012954.pub2"
"Serious adverse events","secondary","14651858.CD012954.pub2"
"Withdrawal due to adverse event","secondary","14651858.CD012954.pub2"
"DAI","secondary","14651858.CD012954.pub2"
"CRP","secondary","14651858.CD012954.pub2"
"Fecal calprotectin","secondary","14651858.CD012954.pub2"
"Primary: BPD symptom severity (continuous)","primary","14651858.CD012955.pub2"
"Primary: BPD symptom severity (dichotomous), at above 12 months follow-up","primary","14651858.CD012955.pub2"
"Primary: self-harm (continuous)","primary","14651858.CD012955.pub2"
"Primary: self-harm (dichotomous)","primary","14651858.CD012955.pub2"
"Primary: suicide-related outcomes (continuous)","primary","14651858.CD012955.pub2"
"Primary: suicide-related outcomes (dichotomous)","primary","14651858.CD012955.pub2"
"Primary: psychosocial functioning (continuous)","primary","14651858.CD012955.pub2"
"Secondary: anger (continuous)","secondary","14651858.CD012955.pub2"
"Secondary: affective instability (continuous)","secondary","14651858.CD012955.pub2"
"Secondary: chronic feelings of emptiness (continuous)","secondary","14651858.CD012955.pub2"
"Secondary: impulsivity (continuous)","secondary","14651858.CD012955.pub2"
"Secondary: impulsivity (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"Secondary: interpersonal problems (continuous)","secondary","14651858.CD012955.pub2"
"Secondary: abandonment (continuous)","secondary","14651858.CD012955.pub2"
"Secondary: identity disturbance (continuous)","secondary","14651858.CD012955.pub2"
"Secondary: dissociation and psychotic-like symptoms (continuous)","secondary","14651858.CD012955.pub2"
"Secondary: depression (continuous)","secondary","14651858.CD012955.pub2"
"Secondary: depression (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"Secondary: attrition (dichotomous)","secondary","14651858.CD012955.pub2"
"Secondary: non-serious adverse effects (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"Secondary: serious adverse effects (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"Primary: BPD symptom severity (continuous), at end of treatment","primary","14651858.CD012955.pub2"
"Secondary: affective instability (continuous), at end of treatment","secondary","14651858.CD012955.pub2"
"Secondary: depression (continuous), at end of treatment","secondary","14651858.CD012955.pub2"
"Secondary: attrition (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"Primary, self-harm (continuous)","primary","14651858.CD012955.pub2"
"Primary: suicide-related outcomes (continuous), at end of treatment","primary","14651858.CD012955.pub2"
"Primary: suicide-related outcomes, attempts (dichotomous), at end of treatment","primary","14651858.CD012955.pub2"
"Primary: psychosocial functioning (continuous), at end of treatment","primary","14651858.CD012955.pub2"
"Secondary: chronic feelings of emptiness (continuous), at end of treatment","secondary","14651858.CD012955.pub2"
"Secondary: interpersonal problems (continuous), at end of treatment","secondary","14651858.CD012955.pub2"
"Secondary: dissociation and psychotic-like symptoms (continuous), at end of treatment","secondary","14651858.CD012955.pub2"
"Secondary: adverse effects (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"Primary: self-harm (continuous), at end of treatment","primary","14651858.CD012955.pub2"
"Mentalisation-based treatment for eating disorders (MBT-ED) versus specialist supportive clinical management (SSCM-ED) (generic inverse variance)","secondary","14651858.CD012955.pub2"
"Primary: self-harm (dichotomous), at end of treatment","primary","14651858.CD012955.pub2"
"Secondary: impulsivity (continuous), at end of treatment","secondary","14651858.CD012955.pub2"
"Primary: self-harm (dichtomous), at end of treatment","primary","14651858.CD012955.pub2"
"Primary: psychosocial functioning, at end of treatment","primary","14651858.CD012955.pub2"
"Primary: suicide-related outcomes (dichotomous), at end of treatment","primary","14651858.CD012955.pub2"
"Secondary: anger (continuous), at end of treatment","secondary","14651858.CD012955.pub2"
"Secondary: abandonment (continuous), at end of treatment","secondary","14651858.CD012955.pub2"
"Secondary: identity disturbance (continuous), at end of treatment","secondary","14651858.CD012955.pub2"
"Secondary: attrition (dichotomuous), at end of treatment","secondary","14651858.CD012955.pub2"
"DBT-couple therapy (CDBT) vs waiting list (generic inverse variance)","secondary","14651858.CD012955.pub2"
"Secondary outcome: depression (continuous), at end of treatment","secondary","14651858.CD012955.pub2"
"Secondary outcome: attrition (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"Primary outcome: psychosocial functioning (continuous), at end of treatment","primary","14651858.CD012955.pub2"
"Secondary outcome: interpersonal problems (continuous), at end of treatment","secondary","14651858.CD012955.pub2"
"Standard DBT (DBT) vs client-centred therapy (CCT) (continuous)","secondary","14651858.CD012955.pub2"
"DBT vs CCT, secondary: attrition (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"Standard DBT (DBT) vs good psychiatric management (GPM) (continuous)","secondary","14651858.CD012955.pub2"
"DBT vs GPM, secondary: attrition (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"Standard DBT (DBT) vs individual DBT therapy + activities group (DBT-I) (continuous)","secondary","14651858.CD012955.pub2"
"DBT vs DBT-I, secondary: attrition (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"Standard DBT (DBT) vs skills training group + individual case management (DBT-S) (continuous)","secondary","14651858.CD012955.pub2"
"DBT vs DBT-S, secondary: attrition (dichotomous), at 6-12 months follow-up","secondary","14651858.CD012955.pub2"
"Standard DBT (DBT) vs step-down DBT (DBT-SD) (continuous)","secondary","14651858.CD012955.pub2"
"DBT vs DBT-SD, secondary: attrition (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"Standard DBT (DBT) vs DBT Prolonged Exposure (PE) (continuous)","secondary","14651858.CD012955.pub2"
"DBT vs DBT-PE, secondary: attrition (dichotomous), at 0-6 months follow-up","secondary","14651858.CD012955.pub2"
"DBT skills group + case management (DBT-S) vs DBT individual therapy + activity group (DBT-I) (continuous)","secondary","14651858.CD012955.pub2"
"DBT-S vs DBT-I, secondary: attrition (dichotomous), at 6-12 months follow-up","secondary","14651858.CD012955.pub2"
"DBT skills group (DBT-S) vs cognitive therapy group (CT-G) (continuous)","secondary","14651858.CD012955.pub2"
"DBT-S vs CT-G, secondary: attrition (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"DBT skills group (DBT-S) vs schema-focused therapy group (SFT-G)","secondary","14651858.CD012955.pub2"
"DBT mindfulness group (DBT-M) vs DBT interpersonal effectiveness group (DBT-IE) (continuous)","secondary","14651858.CD012955.pub2"
"DBT-M vs DBT-IE, secondary: attrition (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"DBT mindfulness group (DBT-M) vs loving-kindness and compassion meditation (LK/CM), primary: BPD symptom severity (continuous), at end of treatment","primary","14651858.CD012955.pub2"
"CBT vs trauma- and anxiety-related group psychoeducation (continuous)","secondary","14651858.CD012955.pub2"
"CBT vs trauma- and anxiety-related group psychoeducation, secondary: attrition (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"CBT vs interpersonal psychotherapy (IPT) (continuous)","secondary","14651858.CD012955.pub2"
"CBT vs IPT, secondary: attrition (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"CBT vs Rogerian supportive therapy (continuous)","secondary","14651858.CD012955.pub2"
"CBT vs Rogerian supportive therapy, secondary: attrition (dichotomous), end of treatment","secondary","14651858.CD012955.pub2"
"MACT (Manual-assisted Cognitive Therapy) vs MACT + therapeutic assessment (MACT + TA) (continuous)","secondary","14651858.CD012955.pub2"
"MACT vs MACT + TA, secondary: attrition (dichotomous), at end of treatment","secondary","14651858.CD012955.pub2"
"Meta-Cognitive training for BPD (B-MCT) vs progressive muscle relaxation training (PMR)","secondary","14651858.CD012955.pub2"
